attemptdate,attemptresult,userid,type,defsite,groupname,maxsessionuid
3/10/2020 14:43,LOGOUT,HBA2020,LIMITED,LA,MAINTENANCE SUPERVISOR,884845
3/10/2020 14:43,LOGIN,HBA1792,LIMITED,LA,QUICK REPORTING USER,884769
3/10/2020 14:44,TIMEOUT,HBA2091,AUTHORIZED,TX,MASTER DATA,884841
3/10/2020 14:44,LOGIN,HBA2027,LIMITED,LA,QUICK REPORTING USER,885225
3/10/2020 14:45,LOGIN,HBA1809,LIMITED,LA,CONTRACTOR,884770
3/10/2020 14:45,LOGIN,HBA1996,LIMITED,LA,QUICK REPORTING USER,884771
3/10/2020 14:45,TIMEOUT,HBA1792,LIMITED,LA,QUICK REPORTING USER,884769
3/10/2020 14:45,TIMEOUT,HBA1981,LIMITED,LA,CONTRACTOR TECHNICIAN,884664
3/10/2020 14:45,TIMEOUT,HBA1639,AUTHORIZED,LA,STOREROOM MANAGER,885025
3/10/2020 14:45,LOGIN,HBA2019,LIMITED,TX,ACCOUNTING,885031
3/10/2020 14:45,LOGIN,HBA1782,LIMITED,LA,CONTRACTOR SUPERVISOR,885226
3/10/2020 14:45,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,884772
3/10/2020 14:45,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,884773
3/10/2020 14:46,LOGIN,HBA2144,AUTHORIZED,TX,MASTER DATA,884774
3/10/2020 14:46,LOGIN,HBA1637,AUTHORIZED,LA,PLANNER,884932
3/10/2020 14:46,TIMEOUT,HBA1773,AUTHORIZED,TX,ENGINEER,884661
3/10/2020 14:47,LOGIN,HBA1996,LIMITED,LA,QUICK REPORTING USER,884667
3/10/2020 14:48,LOGOUT,HBA1782,LIMITED,LA,CONTRACTOR SUPERVISOR,885226
3/10/2020 14:48,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,884668
3/10/2020 14:48,LOGIN,HBA2121,AUTHORIZED,LA,STOREROOM CLERK,884933
3/10/2020 14:49,TIMEOUT,HBA1830,LIMITED,LA,QUICK REPORTING USER,884765
3/10/2020 14:49,TIMEOUT,HBA2169,LIMITED,TX,MAINTENANCE TECHNICIAN,884929
3/10/2020 14:49,LOGIN,HBA1743,LIMITED,TX,MAINTENANCE TECHNICIAN,885032
3/10/2020 14:49,LOGOUT,HBA1743,LIMITED,TX,MAINTENANCE TECHNICIAN,885032
3/10/2020 14:49,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,884772
3/10/2020 14:49,LOGIN,HBA1996,LIMITED,LA,QUICK REPORTING USER,884599
3/10/2020 14:49,TIMEOUT,HBA1828,LIMITED,LA,CONTRACTOR TECHNICIAN,884847
3/10/2020 14:49,TIMEOUT,HBA1827,AUTHORIZED,LA,PLANNER,885017
3/10/2020 14:49,LOGIN,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,885130
3/10/2020 14:49,LOGIN,HBA1743,LIMITED,TX,MAINTENANCE TECHNICIAN,885033
3/10/2020 14:50,LOGIN,HBA1996,LIMITED,LA,QUICK REPORTING USER,885034
3/10/2020 14:50,LOGOUT,HBA1993,AUTHORIZED,TX,PLANNER,884843
3/10/2020 14:50,LOGIN,HBA1993,AUTHORIZED,TX,PLANNER,884853
3/10/2020 14:51,LOGIN,HBA1979,LIMITED,TX,MAINTENANCE SUPERVISOR,885035
3/10/2020 14:51,LOGOUT,HBA1979,LIMITED,TX,MAINTENANCE SUPERVISOR,885035
3/10/2020 14:51,LOGIN,HBA1979,LIMITED,TX,MAINTENANCE SUPERVISOR,885036
3/10/2020 14:51,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,884773
3/10/2020 14:51,LOGIN,HBA2007,LIMITED,LA,QUICK REPORTING USER,884934
3/10/2020 14:51,LOGIN,HBA1675,LIMITED,TX,MAINTENANCE TECHNICIAN,885227
3/10/2020 14:52,TIMEOUT,HBA1996,LIMITED,LA,QUICK REPORTING USER,884771
3/10/2020 14:52,TIMEOUT,HBA1675,LIMITED,TX,MAINTENANCE TECHNICIAN,885227
3/10/2020 14:53,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,884668
3/10/2020 14:53,TIMEOUT,HBA1656,AUTHORIZED,TX,PLANNER,884652
3/10/2020 14:53,LOGIN,HBA1963,LIMITED,LA,MAINTENANCE TECHNICIAN,884600
3/10/2020 14:53,LOGIN,HBA1989,LIMITED,LA,QUICK REPORTING USER,885228
3/10/2020 14:53,LOGOUT,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,885130
3/10/2020 14:54,TIMEOUT,HBA1867,AUTHORIZED,LA,PLANNER,885125
3/10/2020 14:54,TIMEOUT,HBA1811,LIMITED,LA,CONTRACTOR TECHNICIAN,885128
3/10/2020 14:54,LOGIN,HBA2020,LIMITED,LA,MAINTENANCE SUPERVISOR,884670
3/10/2020 14:54,TIMEOUT,HBA2070,AUTHORIZED,TX,MASTER DATA,884760
3/10/2020 14:54,LOGOUT,HBA2020,LIMITED,LA,MAINTENANCE SUPERVISOR,884670
3/10/2020 14:54,TIMEOUT,HBA1996,LIMITED,LA,QUICK REPORTING USER,884599
3/10/2020 14:54,LOGIN,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885302
3/10/2020 14:54,TIMEOUT,HBA2048,AUTHORIZED,LA,PLANNER,884665
3/10/2020 14:55,TIMEOUT,HBA2027,LIMITED,LA,QUICK REPORTING USER,885225
3/10/2020 14:56,TIMEOUT,HBA2160,LIMITED,LA,CONTRACTOR SUPERVISOR,884176
3/10/2020 14:56,TIMEOUT,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885302
3/10/2020 14:56,TIMEOUT,HBA1686,AUTHORIZED,LA,PLANNER,884569
3/10/2020 14:56,LOGIN,HBA1854,LIMITED,TX,CONTRACTOR,885303
3/10/2020 14:56,TIMEOUT,HBA1837,LIMITED,LA,CONTRACTOR SUPERVISOR,884851
3/10/2020 14:57,TIMEOUT,HBA2124,AUTHORIZED,LA,PLANNER,884926
3/10/2020 14:57,LOGIN,HBA1650,AUTHORIZED,TX,STOREROOM CLERK,884935
3/10/2020 14:57,LOGIN,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,884775
3/10/2020 14:57,LOGIN,HBA1656,AUTHORIZED,TX,PLANNER,884671
3/10/2020 14:58,LOGIN,HBA1907,AUTHORIZED,LA,SCHEDULER,885037
3/10/2020 14:58,LOGIN,HBA1907,AUTHORIZED,LA,SCHEDULER,885038
3/10/2020 14:58,SYSLOGOUT,HBA2089,AUTHORIZED,LA,MAINTENANCE SUPERVISOR,884397
3/10/2020 14:59,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,885304
3/10/2020 14:59,LOGIN,HBA1893,AUTHORIZED,LA,PLANNER,884936
3/10/2020 15:00,TIMEOUT,HBA1985,AUTHORIZED,TX,STOREROOM CLERK,884762
3/10/2020 15:00,LOGIN,HBA1704,LIMITED,LA,CONTRACTOR TECHNICIAN,884937
3/10/2020 15:01,TIMEOUT,HBA1996,LIMITED,LA,QUICK REPORTING USER,885034
3/10/2020 15:01,TIMEOUT,HBA1894,AUTHORIZED,TX,PLANNER,885027
3/10/2020 15:01,LOGIN,HBA2065,AUTHORIZED,TX,CONTRACTOR TECHNICIAN,884854
3/10/2020 15:01,TIMEOUT,HBA1798,EXPRESS,TX,MAINTENANCE TECHNICIAN,885026
3/10/2020 15:01,LOGIN,HBA1845,AUTHORIZED,LA,SCHEDULER,884855
3/10/2020 15:01,LOGOUT,HBA1845,AUTHORIZED,LA,SCHEDULER,884855
3/10/2020 15:01,LOGOUT,HBA1907,AUTHORIZED,LA,SCHEDULER,885037
3/10/2020 15:01,LOGOUT,HBA1907,AUTHORIZED,LA,SCHEDULER,885038
3/10/2020 15:01,LOGIN,HBA1755,AUTHORIZED,LA,PLANNER,885229
3/10/2020 15:02,LOGIN,HBA1897,AUTHORIZED,LA,PLANNER,884672
3/10/2020 15:02,LOGIN,HBA1840,LIMITED,LA,CONTRACTOR TECHNICIAN,884856
3/10/2020 15:02,LOGOUT,HBA1802,LIMITED,LA,MAINTENANCE SUPERVISOR,885215
3/10/2020 15:02,LOGIN,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885305
3/10/2020 15:02,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,885304
3/10/2020 15:02,TIMEOUT,HBA1704,LIMITED,LA,CONTRACTOR TECHNICIAN,884937
3/10/2020 15:02,LOGIN,HBA1892,LIMITED,TX,MAINTENANCE TECHNICIAN,885230
3/10/2020 15:03,LOGIN,HBA1721,LIMITED,TX,MAINTENANCE TECHNICIAN,885306
3/10/2020 15:03,LOGIN,HBA1944,LIMITED,TX,MAINTENANCE TECHNICIAN,884938
3/10/2020 15:03,TIMEOUT,HBA1752,LIMITED,TX,MAINTENANCE SUPERVISOR,885114
3/10/2020 15:03,LOGIN,HBA1907,AUTHORIZED,LA,SCHEDULER,885039
3/10/2020 15:03,LOGIN,HBA1907,AUTHORIZED,LA,SCHEDULER,885040
3/10/2020 15:03,LOGIN,HBA2120,LIMITED,TX,MAINTENANCE TECHNICIAN,884939
3/10/2020 15:03,TIMEOUT,HBA1743,LIMITED,TX,MAINTENANCE TECHNICIAN,885033
3/10/2020 15:03,LOGIN,HBA2112,AUTHORIZED,LA,SCHEDULER,884776
3/10/2020 15:04,TIMEOUT,HBA2095,AUTHORIZED,TX,PLANNER,884838
3/10/2020 15:05,LOGIN,HBA1937,LIMITED,TX,MAINTENANCE TECHNICIAN,885041
3/10/2020 15:05,SYSLOGOUT,HBA1717,AUTHORIZED,LA,PLANNER,884638
3/10/2020 15:06,TIMEOUT,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885305
3/10/2020 15:06,LOGIN,HBA1723,LIMITED,LA,CONTRACTOR TECHNICIAN,884857
3/10/2020 15:06,TIMEOUT,HBA2007,LIMITED,LA,QUICK REPORTING USER,884934
3/10/2020 15:06,LOGIN,HBA2170,LIMITED,TX,QUICK REPORTING USER,885131
3/10/2020 15:06,LOGOUT,HBA2170,LIMITED,TX,QUICK REPORTING USER,885131
3/10/2020 15:07,LOGIN,HBA2170,LIMITED,TX,QUICK REPORTING USER,885132
3/10/2020 15:07,LOGIN,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885042
3/10/2020 15:07,LOGOUT,HBA2112,AUTHORIZED,LA,SCHEDULER,884776
3/10/2020 15:07,LOGOUT,HBA1907,AUTHORIZED,LA,SCHEDULER,885039
3/10/2020 15:07,LOGOUT,HBA1907,AUTHORIZED,LA,SCHEDULER,885040
3/10/2020 15:07,LOGIN,HBA2008,LIMITED,LA,CONTRACTOR SUPERVISOR,885307
3/10/2020 15:08,LOGIN,HBA2169,LIMITED,TX,MAINTENANCE TECHNICIAN,884673
3/10/2020 15:08,LOGIN,HBA1616,EXPRESS,TX,MAINTENANCE TECHNICIAN,884777
3/10/2020 15:08,LOGIN,HBA2104,LIMITED,LA,MAINTENANCE TECHNICIAN,884778
3/10/2020 15:08,TIMEOUT,HBA1723,LIMITED,LA,CONTRACTOR TECHNICIAN,884857
3/10/2020 15:09,TIMEOUT,HBA1790,LIMITED,TX,SENIOR STOREROOM CLERK,884593
3/10/2020 15:09,TIMEOUT,HBA2095,AUTHORIZED,TX,PLANNER,885218
3/10/2020 15:09,LOGIN,HBA1996,LIMITED,LA,QUICK REPORTING USER,884940
3/10/2020 15:10,LOGIN,HBA1907,AUTHORIZED,LA,SCHEDULER,884779
3/10/2020 15:10,LOGIN,HBA2091,AUTHORIZED,TX,MASTER DATA,884858
3/10/2020 15:10,LOGOUT,HBA2091,AUTHORIZED,TX,MASTER DATA,884858
3/10/2020 15:10,LOGIN,HBA2091,AUTHORIZED,TX,MASTER DATA,884859
3/10/2020 15:10,TIMEOUT,HBA2083,LIMITED,TX,MAINTENANCE TECHNICIAN,885217
3/10/2020 15:10,SYSLOGOUT,HBA1637,AUTHORIZED,LA,PLANNER,884833
3/10/2020 15:10,TIMEOUT,HBA1780,LIMITED,LA,MAINTENANCE SUPERVISOR,885219
3/10/2020 15:10,TIMEOUT,HBA1626,EXPRESS,TX,MAINTENANCE TECHNICIAN,884597
3/10/2020 15:10,TIMEOUT,HBA2169,LIMITED,TX,MAINTENANCE TECHNICIAN,884673
3/10/2020 15:11,LOGIN,HBA2042,AUTHORIZED,TX,SCHEDULER,884674
3/10/2020 15:11,TIMEOUT,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885042
3/10/2020 15:12,TIMEOUT,HBA1615,LIMITED,TX,MAINTENANCE TECHNICIAN,885124
3/10/2020 15:12,LOGIN,HBA2070,AUTHORIZED,TX,MASTER DATA,884780
3/10/2020 15:12,TIMEOUT,HBA1650,AUTHORIZED,TX,STOREROOM CLERK,884848
3/10/2020 15:12,LOGIN,HBA2148,LIMITED,TX,QUICK REPORTING USER,884860
3/10/2020 15:13,TIMEOUT,HBA1880,LIMITED,LA,SENIOR STOREROOM CLERK,884666
3/10/2020 15:13,TIMEOUT,HBA2047,LIMITED,TX,MAINTENANCE TECHNICIAN,884755
3/10/2020 15:13,LOGIN,HBA2037,LIMITED,LA,MAINTENANCE TECHNICIAN,885133
3/10/2020 15:13,TIMEOUT,HBA1861,LIMITED,LA,CONTRACTOR SUPERVISOR,884756
3/10/2020 15:13,LOGIN,HBA1615,LIMITED,TX,MAINTENANCE TECHNICIAN,885134
3/10/2020 15:14,LOGIN,HBA1976,AUTHORIZED,LA,STOREROOM CLERK,885308
3/10/2020 15:14,LOGIN,HBA1894,AUTHORIZED,TX,PLANNER,884781
3/10/2020 15:14,LOGIN,HBA1965,LIMITED,LA,MAINTENANCE TECHNICIAN,884861
3/10/2020 15:15,LOGOUT,HBA2037,LIMITED,LA,MAINTENANCE TECHNICIAN,885133
3/10/2020 15:15,TIMEOUT,HBA1809,LIMITED,LA,CONTRACTOR,884770
3/10/2020 15:15,LOGIN,HBA1790,LIMITED,TX,SENIOR STOREROOM CLERK,885309
3/10/2020 15:15,LOGIN,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885310
3/10/2020 15:15,LOGOUT,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885310
3/10/2020 15:15,LOGIN,HBA1985,AUTHORIZED,TX,STOREROOM CLERK,884782
3/10/2020 15:16,TIMEOUT,HBA1650,AUTHORIZED,TX,STOREROOM CLERK,884935
3/10/2020 15:16,TIMEOUT,HBA2144,AUTHORIZED,TX,MASTER DATA,884774
3/10/2020 15:16,TIMEOUT,HBA2104,LIMITED,LA,MAINTENANCE TECHNICIAN,884778
3/10/2020 15:17,TIMEOUT,HBA1991,LIMITED,LA,CONTRACTOR,884598
3/10/2020 15:17,LOGIN,HBA2160,LIMITED,LA,CONTRACTOR SUPERVISOR,884862
3/10/2020 15:17,LOGIN,HBA1635,LIMITED,LA,MAINTENANCE TECHNICIAN,884941
3/10/2020 15:17,TIMEOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,884660
3/10/2020 15:17,LOGIN,HBA2124,AUTHORIZED,LA,PLANNER,884942
3/10/2020 15:17,LOGOUT,HBA2124,AUTHORIZED,LA,PLANNER,884942
3/10/2020 15:17,TIMEOUT,HBA2019,LIMITED,TX,ACCOUNTING,885031
3/10/2020 15:18,TIMEOUT,HBA1846,AUTHORIZED,LA,STOREROOM CLERK,884834
3/10/2020 15:18,TIMEOUT,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,884590
3/10/2020 15:18,LOGIN,HBA1686,AUTHORIZED,LA,PLANNER,885311
3/10/2020 15:18,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,884675
3/10/2020 15:18,LOGOUT,HBA1637,AUTHORIZED,LA,PLANNER,884932
3/10/2020 15:19,TIMEOUT,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,884775
3/10/2020 15:19,LOGIN,HBA1653,LIMITED,TX,MAINTENANCE TECHNICIAN,884863
3/10/2020 15:19,LOGIN,HBA1954,LIMITED,TX,QUICK REPORTING USER,885135
3/10/2020 15:19,TIMEOUT,HBA1827,AUTHORIZED,LA,PLANNER,884768
3/10/2020 15:20,TIMEOUT,HBA1996,LIMITED,LA,QUICK REPORTING USER,884940
3/10/2020 15:20,LOGIN,HBA2124,AUTHORIZED,LA,PLANNER,884943
3/10/2020 15:20,LOGIN,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885312
3/10/2020 15:20,TIMEOUT,HBA1920,LIMITED,LA,MAINTENANCE TECHNICIAN,884586
3/10/2020 15:20,LOGIN,HBA1685,LIMITED,TX,MAINTENANCE TECHNICIAN,885313
3/10/2020 15:20,LOGIN,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885136
3/10/2020 15:21,TIMEOUT,HBA1996,LIMITED,LA,QUICK REPORTING USER,884667
3/10/2020 15:21,TIMEOUT,HBA1871,LIMITED,TX,MAINTENANCE TECHNICIAN,884819
3/10/2020 15:21,TIMEOUT,HBA1871,LIMITED,TX,MAINTENANCE TECHNICIAN,884819
3/10/2020 15:21,LOGIN,HBA2067,LIMITED,TX,MAINTENANCE TECHNICIAN,884676
3/10/2020 15:21,TIMEOUT,HBA2036,AUTHORIZED,LA,PLANNER,885224
3/10/2020 15:22,TIMEOUT,HBA2023,AUTHORIZED,TX,PLANNER,884577
3/10/2020 15:22,TIMEOUT,HBA1697,LIMITED,TX,MAINTENANCE TECHNICIAN,885312
3/10/2020 15:23,TIMEOUT,HBA2113,AUTHORIZED,LA,STOREROOM CLERK,885220
3/10/2020 15:23,LOGOUT,HBA1615,LIMITED,TX,MAINTENANCE TECHNICIAN,885134
3/10/2020 15:23,LOGIN,HBA1615,LIMITED,TX,MAINTENANCE TECHNICIAN,885137
3/10/2020 15:23,LOGOUT,HBA1615,LIMITED,TX,MAINTENANCE TECHNICIAN,885137
3/10/2020 15:23,LOGOUT,HBA1669,AUTHORIZED,LA_PIPE,PIPELINE FIELD MGMT,885127
3/10/2020 15:23,LOGIN,HBA1615,LIMITED,TX,MAINTENANCE TECHNICIAN,885138
3/10/2020 15:23,LOGIN,HBA1857,LIMITED,LA,CONTRACTOR SUPERVISOR,884677
3/10/2020 15:24,TIMEOUT,HBA2143,LIMITED,LA,MAINTENANCE TECHNICIAN,884653
3/10/2020 15:24,LOGOUT,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885136
3/10/2020 15:24,LOGIN,HBA1784,LIMITED,TX,MAINTENANCE TECHNICIAN,884678
3/10/2020 15:24,LOGIN,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885139
3/10/2020 15:24,LOGOUT,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885139
3/10/2020 15:24,LOGIN,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885140
3/10/2020 15:24,TIMEOUT,HBA1937,LIMITED,TX,MAINTENANCE TECHNICIAN,885041
3/10/2020 15:25,TIMEOUT,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,884767
3/10/2020 15:25,LOGIN,HBA1880,LIMITED,LA,SENIOR STOREROOM CLERK,884679
3/10/2020 15:25,SYSLOGOUT,HBA2113,AUTHORIZED,LA,STOREROOM CLERK,885206
3/10/2020 15:26,LOGOUT,HBA1615,LIMITED,TX,MAINTENANCE TECHNICIAN,885138
3/10/2020 15:26,TIMEOUT,HBA1979,LIMITED,TX,MAINTENANCE SUPERVISOR,885036
3/10/2020 15:26,LOGIN,HBA1650,AUTHORIZED,TX,STOREROOM CLERK,884864
3/10/2020 15:26,LOGIN,HBA2078,LIMITED,LA,CONTRACTOR TECHNICIAN,885044
3/10/2020 15:27,TIMEOUT,HBA1685,LIMITED,TX,MAINTENANCE TECHNICIAN,885313
3/10/2020 15:27,LOGIN,HBA1637,AUTHORIZED,LA,PLANNER,884945
3/10/2020 15:27,TIMEOUT,HBA1963,LIMITED,LA,MAINTENANCE TECHNICIAN,884600
3/10/2020 15:27,LOGIN,HBA1782,LIMITED,LA,CONTRACTOR SUPERVISOR,884783
3/10/2020 15:28,TIMEOUT,HBA1715,AUTHORIZED,LA,STOREROOM CLERK,884389
3/10/2020 15:28,TIMEOUT,HBA1656,AUTHORIZED,TX,PLANNER,884671
3/10/2020 15:28,TIMEOUT,HBA1653,LIMITED,TX,MAINTENANCE TECHNICIAN,884863
3/10/2020 15:28,LOGIN,HBA1642,LIMITED,TX,MAINTENANCE TECHNICIAN,884946
3/10/2020 15:28,LOGIN,HBA1828,LIMITED,LA,CONTRACTOR TECHNICIAN,884784
3/10/2020 15:28,LOGIN,HBA1650,AUTHORIZED,TX,STOREROOM CLERK,884865
3/10/2020 15:28,TIMEOUT,HBA2067,LIMITED,TX,MAINTENANCE TECHNICIAN,884676
3/10/2020 15:28,TIMEOUT,HBA1932,LIMITED,LA,QUICK REPORTING USER,884930
3/10/2020 15:29,TIMEOUT,HBA1999,LIMITED,TX,MAINTENANCE TECHNICIAN,885140
3/10/2020 15:29,LOGIN,HBA1715,AUTHORIZED,LA,STOREROOM CLERK,885231
3/10/2020 15:29,LOGIN,HBA2023,AUTHORIZED,TX,PLANNER,885142
3/10/2020 15:29,LOGIN,HBA2067,LIMITED,TX,MAINTENANCE TECHNICIAN,885045
3/10/2020 15:29,LOGIN,HBA2067,LIMITED,TX,MAINTENANCE TECHNICIAN,885046
3/10/2020 15:29,LOGIN,HBA1974,LIMITED,LA,MAINTENANCE TECHNICIAN,885314
3/10/2020 15:29,TIMEOUT,HBA1774,LIMITED,LA,CONTRACTOR,884850
3/10/2020 15:30,TIMEOUT,HBA1989,LIMITED,LA,QUICK REPORTING USER,885228
3/10/2020 15:30,LOGIN,HBA1623,EXPRESS,TX,MAINTENANCE TECHNICIAN,884947
3/10/2020 15:30,LOGIN,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,884785
3/10/2020 15:31,TIMEOUT,HBA2067,LIMITED,TX,MAINTENANCE TECHNICIAN,885045
3/10/2020 15:31,LOGIN,HBA1701,LIMITED,LA,CONTRACTOR TECHNICIAN,884680
3/10/2020 15:31,LOGIN,HBA1701,LIMITED,LA,CONTRACTOR TECHNICIAN,884681
3/10/2020 15:31,LOGIN,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,884786
3/10/2020 15:31,TIMEOUT,HBA2066,AUTHORIZED,TX,PLANNER,885213
3/10/2020 15:32,LOGOUT,HBA1755,AUTHORIZED,LA,PLANNER,885229
3/10/2020 15:32,LOGIN,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,885047
3/10/2020 15:32,LOGOUT,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,885047
3/10/2020 15:32,LOGIN,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,885048
3/10/2020 15:32,LOGIN,HBA1861,LIMITED,LA,CONTRACTOR SUPERVISOR,884787
3/10/2020 15:33,LOGIN,HBA1656,AUTHORIZED,TX,PLANNER,884682
3/10/2020 15:33,LOGOUT,HBA1782,LIMITED,LA,CONTRACTOR SUPERVISOR,884783
3/10/2020 15:34,LOGIN,HBA2050,LIMITED,LA,CONTRACTOR TECHNICIAN,884866
3/10/2020 15:34,LOGIN,HBA1782,LIMITED,LA,CONTRACTOR SUPERVISOR,884788
3/10/2020 15:34,LOGIN,HBA1907,AUTHORIZED,LA,SCHEDULER,885049
3/10/2020 15:35,LOGOUT,HBA1894,AUTHORIZED,TX,PLANNER,884781
3/10/2020 15:35,LOGOUT,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,884786
3/10/2020 15:35,LOGIN,HBA2077,LIMITED,LA,MAINTENANCE SUPERVISOR,885143
3/10/2020 15:36,LOGOUT,HBA1840,LIMITED,LA,CONTRACTOR TECHNICIAN,884856
3/10/2020 15:36,LOGIN,HBA1840,LIMITED,LA,CONTRACTOR TECHNICIAN,884867
3/10/2020 15:36,TIMEOUT,HBA1944,LIMITED,TX,MAINTENANCE TECHNICIAN,884938
3/10/2020 15:36,LOGOUT,HBA1840,LIMITED,LA,CONTRACTOR TECHNICIAN,884867
3/10/2020 15:36,LOGIN,HBA1840,LIMITED,LA,CONTRACTOR TECHNICIAN,884868
3/10/2020 15:36,TIMEOUT,HBA1784,LIMITED,TX,MAINTENANCE TECHNICIAN,884678
3/10/2020 15:36,LOGOUT,HBA1782,LIMITED,LA,CONTRACTOR SUPERVISOR,884788
3/10/2020 15:36,LOGIN,HBA2138,LIMITED,TX,MAINTENANCE TECHNICIAN,885144
3/10/2020 15:36,LOGIN,HBA2035,EXPRESS,TX,MAINTENANCE TECHNICIAN,885050
3/10/2020 15:37,LOGIN,HBA1734,LIMITED,TX,MAINTENANCE TECHNICIAN,885145
3/10/2020 15:37,LOGOUT,HBA2138,LIMITED,TX,MAINTENANCE TECHNICIAN,885144
3/10/2020 15:37,LOGIN,HBA2138,LIMITED,TX,MAINTENANCE TECHNICIAN,885146
3/10/2020 15:37,LOGOUT,HBA2138,LIMITED,TX,MAINTENANCE TECHNICIAN,885146
3/10/2020 15:37,LOGIN,HBA2138,LIMITED,TX,MAINTENANCE TECHNICIAN,885147
3/10/2020 15:37,LOGIN,HBA2143,LIMITED,LA,MAINTENANCE TECHNICIAN,884685
3/10/2020 15:37,LOGIN,HBA1612,LIMITED,TX,MAINTENANCE TECHNICIAN,884789
3/10/2020 15:38,TIMEOUT,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,885048
3/10/2020 15:38,TIMEOUT,HBA1642,LIMITED,TX,MAINTENANCE TECHNICIAN,884946
3/10/2020 15:38,LOGIN,HBA2077,LIMITED,LA,MAINTENANCE SUPERVISOR,885051
3/10/2020 15:38,TIMEOUT,HBA1911,AUTHORIZED,TX,PLANNER,884595
3/10/2020 15:38,TIMEOUT,HBA2034,AUTHORIZED,TX,MASTER DATA,884931
3/10/2020 15:39,LOGOUT,HBA2077,LIMITED,LA,MAINTENANCE SUPERVISOR,885143
3/10/2020 15:39,LOGIN,HBA1794,LIMITED,LA,MAINTENANCE SUPERVISOR,884869
3/10/2020 15:40,LOGIN,HBA2031,AUTHORIZED,TX,MASTER DATA,884686
3/10/2020 15:40,LOGIN,HBA2162,LIMITED,LA,CONTRACTOR TECHNICIAN,884870
3/10/2020 15:40,LOGIN,HBA1860,LIMITED,LA,MAINTENANCE TECHNICIAN,885232
3/10/2020 15:40,TIMEOUT,HBA1701,LIMITED,LA,CONTRACTOR TECHNICIAN,884681
3/10/2020 15:40,LOGIN,HBA1675,LIMITED,TX,MAINTENANCE TECHNICIAN,884687
3/10/2020 15:40,TIMEOUT,HBA1738,LIMITED,LA,CONTRACTOR SUPERVISOR,883881
3/10/2020 15:40,LOGOUT,HBA1635,LIMITED,LA,MAINTENANCE TECHNICIAN,884941
3/10/2020 15:41,TIMEOUT,HBA2094,AUTHORIZED,LA,CONTRACTOR PLANNER,884494
3/10/2020 15:41,TIMEOUT,HBA1840,LIMITED,LA,CONTRACTOR TECHNICIAN,884868
3/10/2020 15:41,LOGIN,HBA1827,AUTHORIZED,LA,PLANNER,885052
3/10/2020 15:41,LOGOUT,HBA1907,AUTHORIZED,LA,SCHEDULER,885049
3/10/2020 15:42,LOGOUT,HBA2129,AUTHORIZED,TX,PLANNER,884078
3/10/2020 15:42,LOGIN,HBA2073,LIMITED,LA,CONTRACTOR SUPERVISOR,884948
3/10/2020 15:42,TIMEOUT,HBA2070,AUTHORIZED,TX,MASTER DATA,884780
3/10/2020 15:42,TIMEOUT,HBA2148,LIMITED,TX,QUICK REPORTING USER,884860
3/10/2020 15:42,LOGIN,HBA2113,AUTHORIZED,LA,STOREROOM CLERK,885233
3/10/2020 15:43,TIMEOUT,HBA1601,AUTHORIZED,TX,STOREROOM CLERK,884820
